___February_2026_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 166   4  151.00  -83.00        0.2403
 167   4  153.00  -83.00        0.2403
 168   4  155.00  -83.00        0.2403
 169   4  157.00  -83.00        0.2403
 170   4  159.00  -83.00        0.2403
 171   4  161.00  -83.00        0.2403
 172   4  163.00  -83.00        0.2403
 173   4  165.00  -83.00        0.2403
 174   4  167.00  -83.00        0.2403
 175   4  169.00  -83.00        0.2403
 176   4  171.00  -83.00        0.2403
 177   4  173.00  -83.00        0.2403
 178   4  175.00  -83.00        0.2403
 179   4  177.00  -83.00        0.2403
 180   4  179.00  -83.00        0.2403
   1   5 -179.00  -81.00        2.4941
   2   5 -177.00  -81.00        2.4941
   3   5 -175.00  -81.00        2.4941
   4   5 -173.00  -81.00        2.4941
   5   5 -171.00  -81.00        2.4734
   6   5 -169.00  -81.00        2.4527
   7   5 -167.00  -81.00        2.4527
   8   5 -165.00  -81.00        2.4527
   9   5 -163.00  -81.00        2.4527
  10   5 -161.00  -81.00        2.3376
  11   5 -159.00  -81.00        2.3376
  12   5 -157.00  -81.00        2.3376
  13   5 -155.00  -81.00        2.3376
  14   5 -153.00  -81.00        2.2431
  15   5 -151.00  -81.00        2.1486
  16   5 -149.00  -81.00        2.1486
  17   5 -147.00  -81.00        2.1486
  18   5 -145.00  -81.00        2.1486
  19   5 -143.00  -81.00        2.0176
  20   5 -141.00  -81.00        2.0176
  21   5 -139.00  -81.00        2.0176
  22   5 -137.00  -81.00        2.0176
  23   5 -135.00  -81.00        1.8385
  24   5 -133.00  -81.00        1.6594
  25   5 -131.00  -81.00        1.6594
  26   5 -129.00  -81.00        1.6594
  27   5 -127.00  -81.00        1.6594
  28   5 -125.00  -81.00        1.5027
  29   5 -123.00  -81.00        1.5027
  30   5 -121.00  -81.00        1.5027
  31   5 -119.00  -81.00        1.5027
  32   5 -117.00  -81.00        1.3876
  33   5 -115.00  -81.00        1.2726
  34   5 -113.00  -81.00        1.2726
  35   5 -111.00  -81.00        1.2726
  36   5 -109.00  -81.00        1.2726
  37   5 -107.00  -81.00        0.8883
  38   5 -105.00  -81.00        0.8883
  39   5 -103.00  -81.00        0.8883
  40   5 -101.00  -81.00        0.8883
  41   5  -99.00  -81.00        0.7173
  42   5  -97.00  -81.00        0.5463
  43   5  -95.00  -81.00        0.5463
  44   5  -93.00  -81.00        0.5463
  45   5  -91.00  -81.00        0.5463
  46   5  -89.00  -81.00        0.2993
  47   5  -87.00  -81.00        0.2993
  48   5  -85.00  -81.00        0.2993
  49   5  -83.00  -81.00        0.2993
  50   5  -81.00  -81.00        0.2102
  51   5  -79.00  -81.00        0.1210
  52   5  -77.00  -81.00        0.1210
  53   5  -75.00  -81.00        0.1210
  54   5  -73.00  -81.00        0.1210
  55   5  -71.00  -81.00       -0.2898
  56   5  -69.00  -81.00       -0.2898
  57   5  -67.00  -81.00       -0.2898
  58   5  -65.00  -81.00       -0.2898
  59   5  -63.00  -81.00       -0.4213
  60   5  -61.00  -81.00       -0.5527
  61   5  -59.00  -81.00       -0.5527
  62   5  -57.00  -81.00       -0.5527
  63   5  -55.00  -81.00       -0.5527
  64   5  -53.00  -81.00       -0.6718
  65   5  -51.00  -81.00       -0.6718
  66   5  -49.00  -81.00       -0.6718
  67   5  -47.00  -81.00       -0.6718
  68   5  -45.00  -81.00       -0.6394
  69   5  -43.00  -81.00       -0.6069
  70   5  -41.00  -81.00       -0.6069
  71   5  -39.00  -81.00       -0.6069
  72   5  -37.00  -81.00       -0.6069
  73   5  -35.00  -81.00       -0.5041
  74   5  -33.00  -81.00       -0.5041
  75   5  -31.00  -81.00       -0.5041
  76   5  -29.00  -81.00       -0.5041
  77   5  -27.00  -81.00       -0.4488
  78   5  -25.00  -81.00       -0.3936
  79   5  -23.00  -81.00       -0.3936
  80   5  -21.00  -81.00       -0.3936
  81   5  -19.00  -81.00       -0.3936
  82   5  -17.00  -81.00       -0.3850
  83   5  -15.00  -81.00       -0.3850
  84   5  -13.00  -81.00       -0.3850
  85   5  -11.00  -81.00       -0.3850
  86   5   -9.00  -81.00       -0.4928
  87   5   -7.00  -81.00       -0.6007
  88   5   -5.00  -81.00       -0.6007
  89   5   -3.00  -81.00       -0.6007
  90   5   -1.00  -81.00       -0.6007
  91   5    1.00  -81.00       -0.9170
  92   5    3.00  -81.00       -0.9170
  93   5    5.00  -81.00       -0.9170
  94   5    7.00  -81.00       -0.9170
  95   5    9.00  -81.00       -1.0818
  96   5   11.00  -81.00       -1.2466
  97   5   13.00  -81.00       -1.2466
  98   5   15.00  -81.00       -1.2466
  99   5   17.00  -81.00       -1.2466
 100   5   19.00  -81.00       -1.2216
 101   5   21.00  -81.00       -1.2216
 102   5   23.00  -81.00       -1.2216
 103   5   25.00  -81.00       -1.2216
 104   5   27.00  -81.00       -0.9668
 105   5   29.00  -81.00       -0.7120
 106   5   31.00  -81.00       -0.7120
 107   5   33.00  -81.00       -0.7120
 108   5   35.00  -81.00       -0.7120
 109   5   37.00  -81.00       -0.3465
 110   5   39.00  -81.00       -0.3465
 111   5   41.00  -81.00       -0.3465
 112   5   43.00  -81.00       -0.3465
 113   5   45.00  -81.00       -0.1036
 114   5   47.00  -81.00        0.1393
 115   5   49.00  -81.00        0.1393
 116   5   51.00  -81.00        0.1393
 117   5   53.00  -81.00        0.1393
 118   5   55.00  -81.00        0.4379
 119   5   57.00  -81.00        0.4379
 120   5   59.00  -81.00        0.4379
 121   5   61.00  -81.00        0.4379
 122   5   63.00  -81.00        0.4832
 123   5   65.00  -81.00        0.5285
 124   5   67.00  -81.00        0.5285
 125   5   69.00  -81.00        0.5285
 126   5   71.00  -81.00        0.5285
 127   5   73.00  -81.00        0.7243
 128   5   75.00  -81.00        0.7243
 129   5   77.00  -81.00        0.7243
 130   5   79.00  -81.00        0.7243
 131   5   81.00  -81.00        0.8821
 132   5   83.00  -81.00        1.0399
 133   5   85.00  -81.00        1.0399
 134   5   87.00  -81.00        1.0399
 135   5   89.00  -81.00        1.0399
 136   5   91.00  -81.00        1.4123
 137   5   93.00  -81.00        1.4123
 138   5   95.00  -81.00        1.4123
 139   5   97.00  -81.00        1.4123
 140   5   99.00  -81.00        1.5097
 141   5  101.00  -81.00        1.6070
 142   5  103.00  -81.00        1.6070
 143   5  105.00  -81.00        1.6070
 144   5  107.00  -81.00        1.6070
 145   5  109.00  -81.00        1.9939
 146   5  111.00  -81.00        1.9939
 147   5  113.00  -81.00        1.9939
 148   5  115.00  -81.00        1.9939
 149   5  117.00  -81.00        2.1830
 150   5  119.00  -81.00        2.3720
 151   5  121.00  -81.00        2.3720
 152   5  123.00  -81.00        2.3720
 153   5  125.00  -81.00        2.3720
 154   5  127.00  -81.00        2.6115
 155   5  129.00  -81.00        2.6115
 156   5  131.00  -81.00        2.6115
 157   5  133.00  -81.00        2.6115
 158   5  135.00  -81.00        2.6679
 159   5  137.00  -81.00        2.7243
 160   5  139.00  -81.00        2.7243
 161   5  141.00  -81.00        2.7243
 162   5  143.00  -81.00        2.7243
 163   5  145.00  -81.00        2.7407
 164   5  147.00  -81.00        2.7407
 165   5  149.00  -81.00        2.7407
 166   5  151.00  -81.00        2.7407
 167   5  153.00  -81.00        2.7074
 168   5  155.00  -81.00        2.6741
 169   5  157.00  -81.00        2.6741
 170   5  159.00  -81.00        2.6741
 171   5  161.00  -81.00        2.6741
 172   5  163.00  -81.00        2.5546
 173   5  165.00  -81.00        2.5546
 174   5  167.00  -81.00        2.5546
 175   5  169.00  -81.00        2.5546
 176   5  171.00  -81.00        2.5260
 177   5  173.00  -81.00        2.4973
 178   5  175.00  -81.00        2.4973
 179   5  177.00  -81.00        2.4973
 180   5  179.00  -81.00        2.4973
   1   6 -179.00  -79.00        2.6554
   2   6 -177.00  -79.00        2.6554
   3   6 -175.00  -79.00        2.6554
   4   6 -173.00  -79.00        2.6554
   5   6 -171.00  -79.00        2.6320
   6   6 -169.00  -79.00        2.6085
   7   6 -167.00  -79.00        2.6085
   8   6 -165.00  -79.00        2.6085
   9   6 -163.00  -79.00        2.6085
  10   6 -161.00  -79.00        2.4914
  11   6 -159.00  -79.00        2.4914
  12   6 -157.00  -79.00        2.4914
  13   6 -155.00  -79.00        2.4914
  14   6 -153.00  -79.00        2.3724
  15   6 -151.00  -79.00        2.2535
  16   6 -149.00  -79.00        2.2535
  17   6 -147.00  -79.00        2.2535
  18   6 -145.00  -79.00        2.2535
  19   6 -143.00  -79.00        2.0577
  20   6 -141.00  -79.00        2.0577
  21   6 -139.00  -79.00        2.0577
  22   6 -137.00  -79.00        2.0577
  23   6 -135.00  -79.00        1.8680
  24   6 -133.00  -79.00        1.6783
  25   6 -131.00  -79.00        1.6783
  26   6 -129.00  -79.00        1.6783
  27   6 -127.00  -79.00        1.6783
  28   6 -125.00  -79.00        1.5948
  29   6 -123.00  -79.00        1.5948
  30   6 -121.00  -79.00        1.5948
  31   6 -119.00  -79.00        1.5948
  32   6 -117.00  -79.00        1.4802
  33   6 -115.00  -79.00        1.3657
  34   6 -113.00  -79.00        1.3657
  35   6 -111.00  -79.00        1.3657
  36   6 -109.00  -79.00        1.3657
  37   6 -107.00  -79.00        0.9634
  38   6 -105.00  -79.00        0.9634
  39   6 -103.00  -79.00        0.9634
  40   6 -101.00  -79.00        0.9634
  41   6  -99.00  -79.00        0.8012
  42   6  -97.00  -79.00        0.6390
  43   6  -95.00  -79.00        0.6390
  44   6  -93.00  -79.00        0.6390
  45   6  -91.00  -79.00        0.6390
  46   6  -89.00  -79.00        0.4521
  47   6  -87.00  -79.00        0.4521
  48   6  -85.00  -79.00        0.4521
  49   6  -83.00  -79.00        0.4521
  50   6  -81.00  -79.00        0.3925
  51   6  -79.00  -79.00        0.3330
  52   6  -77.00  -79.00        0.3330
  53   6  -75.00  -79.00        0.3330
  54   6  -73.00  -79.00        0.3330
  55   6  -71.00  -79.00       -0.0920
  56   6  -69.00  -79.00       -0.0920
  57   6  -67.00  -79.00       -0.0920
  58   6  -65.00  -79.00       -0.0920
  59   6  -63.00  -79.00       -0.2767
  60   6  -61.00  -79.00       -0.4613
  61   6  -59.00  -79.00       -0.4613
  62   6  -57.00  -79.00       -0.4613
  63   6  -55.00  -79.00       -0.4613
  64   6  -53.00  -79.00       -0.7295
  65   6  -51.00  -79.00       -0.7295
  66   6  -49.00  -79.00       -0.7295
  67   6  -47.00  -79.00       -0.7295
  68   6  -45.00  -79.00       -0.6954
  69   6  -43.00  -79.00       -0.6612
  70   6  -41.00  -79.00       -0.6612
  71   6  -39.00  -79.00       -0.6612
  72   6  -37.00  -79.00       -0.6612
  73   6  -35.00  -79.00       -0.5369
  74   6  -33.00  -79.00       -0.5369
  75   6  -31.00  -79.00       -0.5369
  76   6  -29.00  -79.00       -0.5369
  77   6  -27.00  -79.00       -0.4670
  78   6  -25.00  -79.00       -0.3971
  79   6  -23.00  -79.00       -0.3971
  80   6  -21.00  -79.00       -0.3971
  81   6  -19.00  -79.00       -0.3971
  82   6  -17.00  -79.00       -0.3452
  83   6  -15.00  -79.00       -0.3452
  84   6  -13.00  -79.00       -0.3452
  85   6  -11.00  -79.00       -0.3452
  86   6   -9.00  -79.00       -0.4559
  87   6   -7.00  -79.00       -0.5666
  88   6   -5.00  -79.00       -0.5666
  89   6   -3.00  -79.00       -0.5666
  90   6   -1.00  -79.00       -0.5666
  91   6    1.00  -79.00       -0.9072
  92   6    3.00  -79.00       -0.9072
  93   6    5.00  -79.00       -0.9072
  94   6    7.00  -79.00       -0.9072
  95   6    9.00  -79.00       -1.0728
  96   6   11.00  -79.00       -1.2384
  97   6   13.00  -79.00       -1.2384
  98   6   15.00  -79.00       -1.2384
  99   6   17.00  -79.00       -1.2384
 100   6   19.00  -79.00       -1.1948
 101   6   21.00  -79.00       -1.1948
 102   6   23.00  -79.00       -1.1948
 103   6   25.00  -79.00       -1.1948
 104   6   27.00  -79.00       -0.9154
 105   6   29.00  -79.00       -0.6359
 106   6   31.00  -79.00       -0.6359
 107   6   33.00  -79.00       -0.6359
 108   6   35.00  -79.00       -0.6359
 109   6   37.00  -79.00       -0.2373
 110   6   39.00  -79.00       -0.2373
 111   6   41.00  -79.00       -0.2373
 112   6   43.00  -79.00       -0.2373
 113   6   45.00  -79.00       -0.0060
 114   6   47.00  -79.00        0.2253
 115   6   49.00  -79.00        0.2253
 116   6   51.00  -79.00        0.2253
 117   6   53.00  -79.00        0.2253
 118   6   55.00  -79.00        0.4451
 119   6   57.00  -79.00        0.4451
 120   6   59.00  -79.00        0.4451
 121   6   61.00  -79.00        0.4451
 122   6   63.00  -79.00        0.4712
 123   6   65.00  -79.00        0.4974
 124   6   67.00  -79.00        0.4974
 125   6   69.00  -79.00        0.4974
 126   6   71.00  -79.00        0.4974
 127   6   73.00  -79.00        0.6326
 128   6   75.00  -79.00        0.6326
 129   6   77.00  -79.00        0.6326
 130   6   79.00  -79.00        0.6326
 131   6   81.00  -79.00        0.8203
 132   6   83.00  -79.00        1.0079
 133   6   85.00  -79.00        1.0079
 134   6   87.00  -79.00        1.0079
 135   6   89.00  -79.00        1.0079
 136   6   91.00  -79.00        1.4350
 137   6   93.00  -79.00        1.4350
 138   6   95.00  -79.00        1.4350
 139   6   97.00  -79.00        1.4350
 140   6   99.00  -79.00        1.5985
 141   6  101.00  -79.00        1.7620
 142   6  103.00  -79.00        1.7620
 143   6  105.00  -79.00        1.7620
 144   6  107.00  -79.00        1.7620
 145   6  109.00  -79.00        2.1326
 146   6  111.00  -79.00        2.1326
 147   6  113.00  -79.00        2.1326
 148   6  115.00  -79.00        2.1326
 149   6  117.00  -79.00        2.3549
 150   6  119.00  -79.00        2.5773
 151   6  121.00  -79.00        2.5773
 152   6  123.00  -79.00        2.5773
 153   6  125.00  -79.00        2.5773
 154   6  127.00  -79.00        2.8307
 155   6  129.00  -79.00        2.8307
 156   6  131.00  -79.00        2.8307
 157   6  133.00  -79.00        2.8307
 158   6  135.00  -79.00        2.8825
 159   6  137.00  -79.00        2.9344
 160   6  139.00  -79.00        2.9344
 161   6  141.00  -79.00        2.9344
 162   6  143.00  -79.00        2.9344
 163   6  145.00  -79.00        2.9314
 164   6  147.00  -79.00        2.9314
 165   6  149.00  -79.00        2.9314
 166   6  151.00  -79.00        2.9314
 167   6  153.00  -79.00        2.8962
 168   6  155.00  -79.00        2.8610
 169   6  157.00  -79.00        2.8610
 170   6  159.00  -79.00        2.8610
 171   6  161.00  -79.00        2.8610
 172   6  163.00  -79.00        2.7498
 173   6  165.00  -79.00        2.7498
 174   6  167.00  -79.00        2.7498
 175   6  169.00  -79.00        2.7498
 176   6  171.00  -79.00        2.7181
 177   6  173.00  -79.00        2.6864
 178   6  175.00  -79.00        2.6864
 179   6  177.00  -79.00        2.6864
 180   6  179.00  -79.00        2.6864
   1   7 -179.00  -77.00        2.7720
   2   7 -177.00  -77.00        2.7720
   3   7 -175.00  -77.00        2.7720
   4   7 -173.00  -77.00        2.7720
   5   7 -171.00  -77.00        2.7443
   6   7 -169.00  -77.00        2.7166
   7   7 -167.00  -77.00        2.7166
   8   7 -165.00  -77.00        2.7166
   9   7 -163.00  -77.00        2.7166
  10   7 -161.00  -77.00        2.6095
  11   7 -159.00  -77.00        2.6095
  12   7 -157.00  -77.00        2.6095
  13   7 -155.00  -77.00        2.6095
  14   7 -153.00  -77.00        2.4398
  15   7 -151.00  -77.00        2.2701
  16   7 -149.00  -77.00        2.2701
  17   7 -147.00  -77.00        2.2701
  18   7 -145.00  -77.00        2.2701
  19   7 -143.00  -77.00        1.9233
  20   7 -141.00  -77.00        1.9233
  21   7 -139.00  -77.00        1.9233
  22   7 -137.00  -77.00        1.9233
  23   7 -135.00  -77.00        1.7303
  24   7 -133.00  -77.00        1.5373
  25   7 -131.00  -77.00        1.5373
  26   7 -129.00  -77.00        1.5373
  27   7 -127.00  -77.00        1.5373
  28   7 -125.00  -77.00        1.6646
  29   7 -123.00  -77.00        1.6646
  30   7 -121.00  -77.00        1.6646
  31   7 -119.00  -77.00        1.6646
  32   7 -117.00  -77.00        1.5668
  33   7 -115.00  -77.00        1.4691
  34   7 -113.00  -77.00        1.4691
  35   7 -111.00  -77.00        1.4691
  36   7 -109.00  -77.00        1.4691
  37   7 -107.00  -77.00        1.0713
  38   7 -105.00  -77.00        1.0713
  39   7 -103.00  -77.00        1.0713
  40   7 -101.00  -77.00        1.0713
  41   7  -99.00  -77.00        0.9550
  42   7  -97.00  -77.00        0.8387
  43   7  -95.00  -77.00        0.8387
  44   7  -93.00  -77.00        0.8387
  45   7  -91.00  -77.00        0.8387
  46   7  -89.00  -77.00        0.8407
  47   7  -87.00  -77.00        0.8407
  48   7  -85.00  -77.00        0.8407
  49   7  -83.00  -77.00        0.8407
  50   7  -81.00  -77.00        0.8698
  51   7  -79.00  -77.00        0.8989
  52   7  -77.00  -77.00        0.8989
  53   7  -75.00  -77.00        0.8989
  54   7  -73.00  -77.00        0.8989
  55   7  -71.00  -77.00        0.4924
  56   7  -69.00  -77.00        0.4924
  57   7  -67.00  -77.00        0.4924
  58   7  -65.00  -77.00        0.4924
  59   7  -63.00  -77.00        0.1872
  60   7  -61.00  -77.00       -0.1180
  61   7  -59.00  -77.00       -0.1180
  62   7  -57.00  -77.00       -0.1180
  63   7  -55.00  -77.00       -0.1180
  64   7  -53.00  -77.00       -0.7570
  65   7  -51.00  -77.00       -0.7570
  66   7  -49.00  -77.00       -0.7570
  67   7  -47.00  -77.00       -0.7570
  68   7  -45.00  -77.00       -0.7229
  69   7  -43.00  -77.00       -0.6888
  70   7  -41.00  -77.00       -0.6888
  71   7  -39.00  -77.00       -0.6888
