___February_2026_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
  25  43 -131.00   -5.00       -0.0544
  26  43 -129.00   -5.00       -0.0518
  27  43 -127.00   -5.00       -0.0492
  28  43 -125.00   -5.00       -0.0441
  29  43 -123.00   -5.00       -0.0371
  30  43 -121.00   -5.00       -0.0157
  31  43 -119.00   -5.00        0.0289
  32  43 -117.00   -5.00        0.1059
  33  43 -115.00   -5.00        0.2023
  34  43 -113.00   -5.00        0.2965
  35  43 -111.00   -5.00        0.3775
  36  43 -109.00   -5.00        0.4431
  37  43 -107.00   -5.00        0.5171
  38  43 -105.00   -5.00        0.5960
  39  43 -103.00   -5.00        0.6868
  40  43 -101.00   -5.00        0.7735
  41  43  -99.00   -5.00        0.8397
  42  43  -97.00   -5.00        0.8787
  43  43  -95.00   -5.00        0.8990
  44  43  -93.00   -5.00        0.9214
  45  43  -91.00   -5.00        0.9630
  46  43  -89.00   -5.00        1.0985
  47  43  -87.00   -5.00        1.3199
  48  43  -85.00   -5.00        1.5641
  49  43  -83.00   -5.00        1.7403
  50  43  -81.00   -5.00        1.6270
  51  43  -79.00   -5.00        1.4227
  52  43  -77.00   -5.00        1.3556
  53  43  -75.00   -5.00        1.2818
  54  43  -73.00   -5.00        1.2051
  55  43  -71.00   -5.00        1.0641
  56  43  -69.00   -5.00        0.8957
  57  43  -67.00   -5.00        0.7923
  58  43  -65.00   -5.00        0.7336
  59  43  -63.00   -5.00        0.7272
  60  43  -61.00   -5.00        0.7541
  61  43  -59.00   -5.00        0.8123
  62  43  -57.00   -5.00        0.9336
  63  43  -55.00   -5.00        1.0568
  64  43  -53.00   -5.00        1.1709
  65  43  -51.00   -5.00        1.2231
  66  43  -49.00   -5.00        1.2965
  67  43  -47.00   -5.00        1.3260
  68  43  -45.00   -5.00        1.3263
  69  43  -43.00   -5.00        1.3266
  70  43  -41.00   -5.00        1.3345
  71  43  -39.00   -5.00        1.3076
  72  43  -37.00   -5.00        1.1124
  73  43  -35.00   -5.00        1.1390
  74  43  -33.00   -5.00        0.8200
  75  43  -31.00   -5.00        0.6679
  76  43  -29.00   -5.00        0.6703
  77  43  -27.00   -5.00        0.7160
  78  43  -25.00   -5.00        0.7493
  79  43  -23.00   -5.00        0.7750
  80  43  -21.00   -5.00        0.8060
  81  43  -19.00   -5.00        0.8444
  82  43  -17.00   -5.00        0.8815
  83  43  -15.00   -5.00        0.9091
  84  43  -13.00   -5.00        0.9432
  85  43  -11.00   -5.00        0.9806
  86  43   -9.00   -5.00        1.0055
  87  43   -7.00   -5.00        1.0198
  88  43   -5.00   -5.00        1.0399
  89  43   -3.00   -5.00        1.0779
  90  43   -1.00   -5.00        1.1252
  91  43    1.00   -5.00        1.1718
  92  43    3.00   -5.00        1.1871
  93  43    5.00   -5.00        1.1458
  94  43    7.00   -5.00        1.0335
  95  43    9.00   -5.00        0.9173
  96  43   11.00   -5.00        0.9127
  97  43   13.00   -5.00        1.0181
  98  43   15.00   -5.00        1.0776
  99  43   17.00   -5.00        1.1344
 100  43   19.00   -5.00        1.2136
 101  43   21.00   -5.00        1.2528
 102  43   23.00   -5.00        1.1471
 103  43   25.00   -5.00        0.8428
 104  43   27.00   -5.00        0.5954
 105  43   29.00   -5.00        0.4780
 106  43   31.00   -5.00        0.4097
 107  43   33.00   -5.00        0.3493
 108  43   35.00   -5.00        0.2957
 109  43   37.00   -5.00        0.2427
 110  43   39.00   -5.00        0.3179
 111  43   41.00   -5.00        0.4207
 112  43   43.00   -5.00        0.4494
 113  43   45.00   -5.00        0.4573
 114  43   47.00   -5.00        0.4762
 115  43   49.00   -5.00        0.5030
 116  43   51.00   -5.00        0.5392
 117  43   53.00   -5.00        0.5777
 118  43   55.00   -5.00        0.6116
 119  43   57.00   -5.00        0.6552
 120  43   59.00   -5.00        0.7229
 121  43   61.00   -5.00        0.8012
 122  43   63.00   -5.00        0.8688
 123  43   65.00   -5.00        0.9069
 124  43   67.00   -5.00        0.9134
 125  43   69.00   -5.00        0.9072
 126  43   71.00   -5.00        0.9022
 127  43   73.00   -5.00        0.9142
 128  43   75.00   -5.00        0.9370
 129  43   77.00   -5.00        0.9520
 130  43   79.00   -5.00        0.9453
 131  43   81.00   -5.00        0.9198
 132  43   83.00   -5.00        0.8779
 133  43   85.00   -5.00        0.8183
 134  43   87.00   -5.00        0.7420
 135  43   89.00   -5.00        0.6657
 136  43   91.00   -5.00        0.5864
 137  43   93.00   -5.00        0.5455
 138  43   95.00   -5.00        0.5323
 139  43   97.00   -5.00        0.5275
 140  43   99.00   -5.00        0.5085
 141  43  101.00   -5.00        0.5335
 142  43  103.00   -5.00        0.7291
 143  43  105.00   -5.00        1.0758
 144  43  107.00   -5.00        0.8906
 145  43  109.00   -5.00        0.3034
 146  43  111.00   -5.00        0.4747
 147  43  113.00   -5.00        0.3837
 148  43  115.00   -5.00        0.4779
 149  43  117.00   -5.00        0.5746
 150  43  119.00   -5.00        0.6277
 151  43  121.00   -5.00        0.7606
 152  43  123.00   -5.00        0.9382
 153  43  125.00   -5.00        0.6525
 154  43  127.00   -5.00        0.7343
 155  43  129.00   -5.00        0.6946
 156  43  131.00   -5.00        0.6700
 157  43  133.00   -5.00        0.6646
 158  43  135.00   -5.00        0.6603
 159  43  137.00   -5.00        0.6581
 160  43  139.00   -5.00        0.6541
 161  43  141.00   -5.00        0.6320
 162  43  143.00   -5.00        0.6528
 163  43  145.00   -5.00        0.9132
 164  43  147.00   -5.00        1.2905
 165  43  149.00   -5.00        1.3731
 166  43  151.00   -5.00        1.3998
 167  43  153.00   -5.00        1.4014
 168  43  155.00   -5.00        1.3734
 169  43  157.00   -5.00        1.3298
 170  43  159.00   -5.00        1.2952
 171  43  161.00   -5.00        1.2893
 172  43  163.00   -5.00        1.2924
 173  43  165.00   -5.00        1.2688
 174  43  167.00   -5.00        1.2161
 175  43  169.00   -5.00        1.1590
 176  43  171.00   -5.00        1.1003
 177  43  173.00   -5.00        1.0419
 178  43  175.00   -5.00        1.0542
 179  43  177.00   -5.00        1.1653
 180  43  179.00   -5.00        0.8389
   1  44 -179.00   -3.00        0.6874
   2  44 -177.00   -3.00        0.5652
   3  44 -175.00   -3.00        0.4420
   4  44 -173.00   -3.00        0.3298
   5  44 -171.00   -3.00        0.2260
   6  44 -169.00   -3.00        0.1353
   7  44 -167.00   -3.00        0.0623
   8  44 -165.00   -3.00        0.0024
   9  44 -163.00   -3.00       -0.0400
  10  44 -161.00   -3.00       -0.0711
  11  44 -159.00   -3.00       -0.0982
  12  44 -157.00   -3.00       -0.1268
  13  44 -155.00   -3.00       -0.1552
  14  44 -153.00   -3.00       -0.1862
  15  44 -151.00   -3.00       -0.2158
  16  44 -149.00   -3.00       -0.2363
  17  44 -147.00   -3.00       -0.2437
  18  44 -145.00   -3.00       -0.2378
  19  44 -143.00   -3.00       -0.2217
  20  44 -141.00   -3.00       -0.2084
  21  44 -139.00   -3.00       -0.1939
  22  44 -137.00   -3.00       -0.1762
  23  44 -135.00   -3.00       -0.1559
  24  44 -133.00   -3.00       -0.1396
  25  44 -131.00   -3.00       -0.1308
  26  44 -129.00   -3.00       -0.1228
  27  44 -127.00   -3.00       -0.1081
  28  44 -125.00   -3.00       -0.0899
  29  44 -123.00   -3.00       -0.0749
  30  44 -121.00   -3.00       -0.0469
  31  44 -119.00   -3.00        0.0054
  32  44 -117.00   -3.00        0.0946
  33  44 -115.00   -3.00        0.2071
  34  44 -113.00   -3.00        0.3158
  35  44 -111.00   -3.00        0.4032
  36  44 -109.00   -3.00        0.4644
  37  44 -107.00   -3.00        0.5247
  38  44 -105.00   -3.00        0.5920
  39  44 -103.00   -3.00        0.6747
  40  44 -101.00   -3.00        0.7605
  41  44  -99.00   -3.00        0.8345
  42  44  -97.00   -3.00        0.8862
  43  44  -95.00   -3.00        0.9198
  44  44  -93.00   -3.00        0.9547
  45  44  -91.00   -3.00        1.0007
  46  44  -89.00   -3.00        1.1079
  47  44  -87.00   -3.00        1.2478
  48  44  -85.00   -3.00        1.3616
  49  44  -83.00   -3.00        1.3790
  50  44  -81.00   -3.00        1.3087
  51  44  -79.00   -3.00        1.2397
  52  44  -77.00   -3.00        1.2209
  53  44  -75.00   -3.00        1.1929
  54  44  -73.00   -3.00        1.1478
  55  44  -71.00   -3.00        1.1338
  56  44  -69.00   -3.00        1.0466
  57  44  -67.00   -3.00        0.8702
  58  44  -65.00   -3.00        0.7725
  59  44  -63.00   -3.00        0.7664
  60  44  -61.00   -3.00        0.8269
  61  44  -59.00   -3.00        0.9405
  62  44  -57.00   -3.00        1.0952
  63  44  -55.00   -3.00        1.2155
  64  44  -53.00   -3.00        1.2980
  65  44  -51.00   -3.00        1.3396
  66  44  -49.00   -3.00        1.4046
  67  44  -47.00   -3.00        1.4125
  68  44  -45.00   -3.00        1.3051
  69  44  -43.00   -3.00        1.2030
  70  44  -41.00   -3.00        1.1961
  71  44  -39.00   -3.00        1.1004
  72  44  -37.00   -3.00        0.5107
  73  44  -35.00   -3.00        0.5424
  74  44  -33.00   -3.00        1.1377
  75  44  -31.00   -3.00        0.8098
  76  44  -29.00   -3.00        0.7126
  77  44  -27.00   -3.00        0.7655
  78  44  -25.00   -3.00        0.8073
  79  44  -23.00   -3.00        0.8380
  80  44  -21.00   -3.00        0.8684
  81  44  -19.00   -3.00        0.9020
  82  44  -17.00   -3.00        0.9330
  83  44  -15.00   -3.00        0.9539
  84  44  -13.00   -3.00        0.9833
  85  44  -11.00   -3.00        1.0220
  86  44   -9.00   -3.00        1.0363
  87  44   -7.00   -3.00        1.0196
  88  44   -5.00   -3.00        0.9925
  89  44   -3.00   -3.00        0.9762
  90  44   -1.00   -3.00        0.9723
  91  44    1.00   -3.00        0.9694
  92  44    3.00   -3.00        0.9519
  93  44    5.00   -3.00        0.8943
  94  44    7.00   -3.00        0.7936
  95  44    9.00   -3.00        0.8389
  96  44   11.00   -3.00        0.9559
  97  44   13.00   -3.00        1.0101
  98  44   15.00   -3.00        1.0680
  99  44   17.00   -3.00        1.1152
 100  44   19.00   -3.00        1.1938
 101  44   21.00   -3.00        1.2260
 102  44   23.00   -3.00        1.1363
 103  44   25.00   -3.00        0.8092
 104  44   27.00   -3.00        0.5585
 105  44   29.00   -3.00        0.4629
 106  44   31.00   -3.00        0.4085
 107  44   33.00   -3.00        0.3481
 108  44   35.00   -3.00        0.2900
 109  44   37.00   -3.00        0.2313
 110  44   39.00   -3.00        0.1581
 111  44   41.00   -3.00        0.2464
 112  44   43.00   -3.00        0.2560
 113  44   45.00   -3.00        0.2386
 114  44   47.00   -3.00        0.2450
 115  44   49.00   -3.00        0.2750
 116  44   51.00   -3.00        0.3252
 117  44   53.00   -3.00        0.3903
 118  44   55.00   -3.00        0.4751
 119  44   57.00   -3.00        0.5737
 120  44   59.00   -3.00        0.6912
 121  44   61.00   -3.00        0.8043
 122  44   63.00   -3.00        0.8950
 123  44   65.00   -3.00        0.9501
 124  44   67.00   -3.00        0.9692
 125  44   69.00   -3.00        0.9686
 126  44   71.00   -3.00        0.9642
 127  44   73.00   -3.00        0.9711
 128  44   75.00   -3.00        0.9828
 129  44   77.00   -3.00        0.9830
 130  44   79.00   -3.00        0.9603
 131  44   81.00   -3.00        0.9186
 132  44   83.00   -3.00        0.8628
 133  44   85.00   -3.00        0.7941
 134  44   87.00   -3.00        0.7143
 135  44   89.00   -3.00        0.6378
 136  44   91.00   -3.00        0.5699
 137  44   93.00   -3.00        0.5522
 138  44   95.00   -3.00        0.5670
 139  44   97.00   -3.00        0.5866
 140  44   99.00   -3.00        0.6103
 141  44  101.00   -3.00        0.7911
 142  44  103.00   -3.00        1.0740
 143  44  105.00   -3.00        1.0008
 144  44  107.00   -3.00        0.3351
 145  44  109.00   -3.00        0.3465
 146  44  111.00   -3.00        0.9203
 147  44  113.00   -3.00        0.5932
 148  44  115.00   -3.00        0.7187
 149  44  117.00   -3.00        0.8206
 150  44  119.00   -3.00        0.8237
 151  44  121.00   -3.00        0.9434
 152  44  123.00   -3.00        0.9855
 153  44  125.00   -3.00        0.8066
 154  44  127.00   -3.00        1.0870
 155  44  129.00   -3.00        1.0003
 156  44  131.00   -3.00        0.8919
 157  44  133.00   -3.00        0.7812
 158  44  135.00   -3.00        0.6842
 159  44  137.00   -3.00        0.6255
 160  44  139.00   -3.00        0.6335
 161  44  141.00   -3.00        0.7014
 162  44  143.00   -3.00        0.6984
 163  44  145.00   -3.00        1.3075
 164  44  147.00   -3.00        1.3315
 165  44  149.00   -3.00        1.3629
 166  44  151.00   -3.00        1.3890
 167  44  153.00   -3.00        1.3907
 168  44  155.00   -3.00        1.3672
 169  44  157.00   -3.00        1.3375
 170  44  159.00   -3.00        1.3257
 171  44  161.00   -3.00        1.3394
 172  44  163.00   -3.00        1.3458
 173  44  165.00   -3.00        1.3226
 174  44  167.00   -3.00        1.2714
 175  44  169.00   -3.00        1.1673
 176  44  171.00   -3.00        1.1097
 177  44  173.00   -3.00        1.0739
 178  44  175.00   -3.00        1.0746
 179  44  177.00   -3.00        1.1801
 180  44  179.00   -3.00        0.8157
   1  45 -179.00   -1.00        0.6215
   2  45 -177.00   -1.00        0.4941
   3  45 -175.00   -1.00        0.3700
   4  45 -173.00   -1.00        0.2515
   5  45 -171.00   -1.00        0.1340
   6  45 -169.00   -1.00        0.0270
   7  45 -167.00   -1.00       -0.0588
   8  45 -165.00   -1.00       -0.1254
   9  45 -163.00   -1.00       -0.1684
  10  45 -161.00   -1.00       -0.1988
  11  45 -159.00   -1.00       -0.2295
  12  45 -157.00   -1.00       -0.2641
  13  45 -155.00   -1.00       -0.3011
  14  45 -153.00   -1.00       -0.3343
  15  45 -151.00   -1.00       -0.3579
  16  45 -149.00   -1.00       -0.3681
  17  45 -147.00   -1.00       -0.3637
  18  45 -145.00   -1.00       -0.3479
  19  45 -143.00   -1.00       -0.3200
  20  45 -141.00   -1.00       -0.2975
  21  45 -139.00   -1.00       -0.2720
  22  45 -137.00   -1.00       -0.2417
  23  45 -135.00   -1.00       -0.2137
  24  45 -133.00   -1.00       -0.1962
  25  45 -131.00   -1.00       -0.1886
  26  45 -129.00   -1.00       -0.1784
  27  45 -127.00   -1.00       -0.1592
  28  45 -125.00   -1.00       -0.1409
  29  45 -123.00   -1.00       -0.1297
  30  45 -121.00   -1.00       -0.1050
  31  45 -119.00   -1.00       -0.0559
  32  45 -117.00   -1.00        0.0301
  33  45 -115.00   -1.00        0.1400
  34  45 -113.00   -1.00        0.2464
  35  45 -111.00   -1.00        0.3284
  36  45 -109.00   -1.00        0.3770
  37  45 -107.00   -1.00        0.4150
  38  45 -105.00   -1.00        0.4632
  39  45 -103.00   -1.00        0.5329
  40  45 -101.00   -1.00        0.6199
  41  45  -99.00   -1.00        0.7157
  42  45  -97.00   -1.00        0.8013
  43  45  -95.00   -1.00        0.8658
  44  45  -93.00   -1.00        0.9187
  45  45  -91.00   -1.00        0.9622
  46  45  -89.00   -1.00        1.0030
  47  45  -87.00   -1.00        1.0010
  48  45  -85.00   -1.00        0.9281
  49  45  -83.00   -1.00        0.7727
  50  45  -81.00   -1.00        0.9300
  51  45  -79.00   -1.00        1.1487
  52  45  -77.00   -1.00        1.1173
  53  45  -75.00   -1.00        1.1083
  54  45  -73.00   -1.00        1.1028
  55  45  -71.00   -1.00        1.1169
  56  45  -69.00   -1.00        1.1182
  57  45  -67.00   -1.00        1.1049
  58  45  -65.00   -1.00        0.9552
  59  45  -63.00   -1.00        0.8899
  60  45  -61.00   -1.00        0.9702
  61  45  -59.00   -1.00        1.1034
  62  45  -57.00   -1.00        1.2241
  63  45  -55.00   -1.00        1.3209
  64  45  -53.00   -1.00        1.3822
  65  45  -51.00   -1.00        1.4271
  66  45  -49.00   -1.00        1.4951
  67  45  -47.00   -1.00        1.5024
  68  45  -45.00   -1.00        1.0064
  69  45  -43.00   -1.00        0.5096
  70  45  -41.00   -1.00        0.4940
  71  45  -39.00   -1.00        0.4943
  72  45  -37.00   -1.00        0.5260
  73  45  -35.00   -1.00        0.5880
  74  45  -33.00   -1.00        0.6479
  75  45  -31.00   -1.00        0.7045
  76  45  -29.00   -1.00        0.7623
  77  45  -27.00   -1.00        0.8210
  78  45  -25.00   -1.00        0.8706
  79  45  -23.00   -1.00        0.9057
  80  45  -21.00   -1.00        0.9337
  81  45  -19.00   -1.00        0.9562
  82  45  -17.00   -1.00        0.9631
  83  45  -15.00   -1.00        0.9673
  84  45  -13.00   -1.00        0.9871
  85  45  -11.00   -1.00        1.0240
  86  45   -9.00   -1.00        1.0288
  87  45   -7.00   -1.00        0.9857
  88  45   -5.00   -1.00        0.9181
  89  45   -3.00   -1.00        0.8554
  90  45   -1.00   -1.00        0.8078
  91  45    1.00   -1.00        0.7678
  92  45    3.00   -1.00        0.7288
  93  45    5.00   -1.00        0.6722
  94  45    7.00   -1.00        0.6043
  95  45    9.00   -1.00        0.7526
  96  45   11.00   -1.00        0.9546
  97  45   13.00   -1.00        1.0087
  98  45   15.00   -1.00        1.0624
  99  45   17.00   -1.00        1.1092
 100  45   19.00   -1.00        1.1790
 101  45   21.00   -1.00        1.2141
 102  45   23.00   -1.00        1.1514
 103  45   25.00   -1.00        0.8416
 104  45   27.00   -1.00        0.5714
 105  45   29.00   -1.00        0.4587
 106  45   31.00   -1.00        0.4145
 107  45   33.00   -1.00        0.3445
 108  45   35.00   -1.00        0.2690
 109  45   37.00   -1.00        0.2182
 110  45   39.00   -1.00        0.1586
 111  45   41.00   -1.00        0.0702
 112  45   43.00   -1.00        0.0608
 113  45   45.00   -1.00        0.0519
 114  45   47.00   -1.00        0.0361
 115  45   49.00   -1.00        0.0550
 116  45   51.00   -1.00        0.1073
 117  45   53.00   -1.00        0.1954
 118  45   55.00   -1.00        0.3367
 119  45   57.00   -1.00        0.4963
 120  45   59.00   -1.00        0.6652
 121  45   61.00   -1.00        0.8127
 122  45   63.00   -1.00        0.9209
 123  45   65.00   -1.00        0.9841
 124  45   67.00   -1.00        1.0095
 125  45   69.00   -1.00        1.0131
 126  45   71.00   -1.00        1.0093
 127  45   73.00   -1.00        1.0086
 128  45   75.00   -1.00        1.0070
 129  45   77.00   -1.00        0.9946
 130  45   79.00   -1.00        0.9664
 131  45   81.00   -1.00        0.9213
 132  45   83.00   -1.00        0.8626
 133  45   85.00   -1.00        0.7939
 134  45   87.00   -1.00        0.7178
 135  45   89.00   -1.00        0.6459
 136  45   91.00   -1.00        0.5890
 137  45   93.00   -1.00        0.5865
 138  45   95.00   -1.00        0.6206
 139  45   97.00   -1.00        0.6510
 140  45   99.00   -1.00        0.8539
 141  45  101.00   -1.00        1.0475
 142  45  103.00   -1.00        1.0577
 143  45  105.00   -1.00        0.9870
 144  45  107.00   -1.00        0.3509
 145  45  109.00   -1.00        0.3779
 146  45  111.00   -1.00        0.9365
 147  45  113.00   -1.00        0.9577
 148  45  115.00   -1.00        0.9118
 149  45  117.00   -1.00        0.9296
 150  45  119.00   -1.00        0.9502
 151  45  121.00   -1.00        0.9408
 152  45  123.00   -1.00        0.9901
 153  45  125.00   -1.00        1.0807
 154  45  127.00   -1.00        0.9312
 155  45  129.00   -1.00        0.9286
 156  45  131.00   -1.00        0.9115
 157  45  133.00   -1.00        0.8368
 158  45  135.00   -1.00        0.7441
 159  45  137.00   -1.00        0.6754
 160  45  139.00   -1.00        0.7997
 161  45  141.00   -1.00        1.2608
 162  45  143.00   -1.00        1.2671
 163  45  145.00   -1.00        1.2869
 164  45  147.00   -1.00        1.3102
 165  45  149.00   -1.00        1.3350
 166  45  151.00   -1.00        1.3545
 167  45  153.00   -1.00        1.3583
 168  45  155.00   -1.00        1.3521
 169  45  157.00   -1.00        1.3527
 170  45  159.00   -1.00        1.3705
 171  45  161.00   -1.00        1.3902
 172  45  163.00   -1.00        1.3850
 173  45  165.00   -1.00        1.3569
 174  45  167.00   -1.00        1.3039
 175  45  169.00   -1.00        0.9433
 176  45  171.00   -1.00        0.9299
 177  45  173.00   -1.00        1.0873
 178  45  175.00   -1.00        0.9977
 179  45  177.00   -1.00        0.8900
 180  45  179.00   -1.00        0.7670
   1  46 -179.00    1.00        0.6202
   2  46 -177.00    1.00        0.5131
   3  46 -175.00    1.00        0.4022
   4  46 -173.00    1.00        0.2854
   5  46 -171.00    1.00        0.1645
   6  46 -169.00    1.00        0.0551
   7  46 -167.00    1.00       -0.0300
   8  46 -165.00    1.00       -0.0951
   9  46 -163.00    1.00       -0.1394
  10  46 -161.00    1.00       -0.1794
  11  46 -159.00    1.00       -0.2149
  12  46 -157.00    1.00       -0.2493
  13  46 -155.00    1.00       -0.2835
  14  46 -153.00    1.00       -0.3150
  15  46 -151.00    1.00       -0.3348
  16  46 -149.00    1.00       -0.3388
  17  46 -147.00    1.00       -0.3334
  18  46 -145.00    1.00       -0.3187
  19  46 -143.00    1.00       -0.2940
  20  46 -141.00    1.00       -0.2719
  21  46 -139.00    1.00       -0.2429
  22  46 -137.00    1.00       -0.2098
  23  46 -135.00    1.00       -0.1869
  24  46 -133.00    1.00       -0.1829
  25  46 -131.00    1.00       -0.1914
  26  46 -129.00    1.00       -0.1958
  27  46 -127.00    1.00       -0.1906
  28  46 -125.00    1.00       -0.1874
  29  46 -123.00    1.00       -0.1840
  30  46 -121.00    1.00       -0.1625
  31  46 -119.00    1.00       -0.1210
  32  46 -117.00    1.00       -0.0524
  33  46 -115.00    1.00        0.0313
  34  46 -113.00    1.00        0.1070
  35  46 -111.00    1.00        0.1589
  36  46 -109.00    1.00        0.1827
  37  46 -107.00    1.00        0.1944
  38  46 -105.00    1.00        0.2177
  39  46 -103.00    1.00        0.2675
  40  46 -101.00    1.00        0.3507
  41  46  -99.00    1.00        0.4702
  42  46  -97.00    1.00        0.6033
  43  46  -95.00    1.00        0.7220
  44  46  -93.00    1.00        0.8143
  45  46  -91.00    1.00        0.8666
  46  46  -89.00    1.00        0.8528
  47  46  -87.00    1.00        0.7222
  48  46  -85.00    1.00        0.4724
  49  46  -83.00    1.00        0.1736
  50  46  -81.00    1.00       -0.0746
  51  46  -79.00    1.00        0.2875
  52  46  -77.00    1.00        1.0869
  53  46  -75.00    1.00        1.1034
  54  46  -73.00    1.00        1.1320
  55  46  -71.00    1.00        1.1710
  56  46  -69.00    1.00        1.1926
  57  46  -67.00    1.00        1.1946
  58  46  -65.00    1.00        1.1626
  59  46  -63.00    1.00        1.1406
  60  46  -61.00    1.00        1.1737
  61  46  -59.00    1.00        1.2545
  62  46  -57.00    1.00        1.3255
  63  46  -55.00    1.00        1.3923
  64  46  -53.00    1.00        1.4536
  65  46  -51.00    1.00        1.5003
  66  46  -49.00    1.00        0.7316
  67  46  -47.00    1.00        0.4834
  68  46  -45.00    1.00        0.4956
  69  46  -43.00    1.00        0.4993
  70  46  -41.00    1.00        0.4977
  71  46  -39.00    1.00        0.5122
  72  46  -37.00    1.00        0.5606
  73  46  -35.00    1.00        0.6401
  74  46  -33.00    1.00        0.7021
  75  46  -31.00    1.00        0.7541
  76  46  -29.00    1.00        0.8106
  77  46  -27.00    1.00        0.8762
  78  46  -25.00    1.00        0.9381
  79  46  -23.00    1.00        0.9836
  80  46  -21.00    1.00        1.0145
  81  46  -19.00    1.00        1.0264
  82  46  -17.00    1.00        1.0014
  83  46  -15.00    1.00        0.9771
  84  46  -13.00    1.00        0.9822
  85  46  -11.00    1.00        1.0120
  86  46   -9.00    1.00        1.0188
  87  46   -7.00    1.00        0.9824
  88  46   -5.00    1.00        0.9149
  89  46   -3.00    1.00        0.8355
  90  46   -1.00    1.00        0.7514
  91  46    1.00    1.00        0.6659
  92  46    3.00    1.00        0.5963
  93  46    5.00    1.00        0.5323
  94  46    7.00    1.00        0.8042
  95  46    9.00    1.00        0.9713
  96  46   11.00    1.00        0.9809
  97  46   13.00    1.00        1.0230
  98  46   15.00    1.00        1.0736
  99  46   17.00    1.00        1.1230
 100  46   19.00    1.00        1.2003
 101  46   21.00    1.00        1.2526
 102  46   23.00    1.00        1.1663
 103  46   25.00    1.00        0.9067
 104  46   27.00    1.00        0.6335
 105  46   29.00    1.00        0.4604
 106  46   31.00    1.00        0.3840
 107  46   33.00    1.00        0.3304
 108  46   35.00    1.00        0.2689
 109  46   37.00    1.00        0.2207
 110  46   39.00    1.00        0.1533
 111  46   41.00    1.00        0.0888
 112  46   43.00    1.00        0.0770
 113  46   45.00    1.00       -0.0133
 114  46   47.00    1.00       -0.1097
 115  46   49.00    1.00       -0.0995
 116  46   51.00    1.00       -0.0436
 117  46   53.00    1.00        0.0604
 118  46   55.00    1.00        0.2311
 119  46   57.00    1.00        0.4158
 120  46   59.00    1.00        0.6060
 121  46   61.00    1.00        0.7725
 122  46   63.00    1.00        0.8974
 123  46   65.00    1.00        0.9725
 124  46   67.00    1.00        1.0045
 125  46   69.00    1.00        1.0124
 126  46   71.00    1.00        1.0064
 127  46   73.00    1.00        0.9925
 128  46   75.00    1.00        0.9795
 129  46   77.00    1.00        0.9629
 130  46   79.00    1.00        0.9413
 131  46   81.00    1.00        0.9066
 132  46   83.00    1.00        0.8632
 133  46   85.00    1.00        0.8152
 134  46   87.00    1.00        0.7555
 135  46   89.00    1.00        0.6907
 136  46   91.00    1.00        0.6421
 137  46   93.00    1.00        0.6446
 138  46   95.00    1.00        0.6719
 139  46   97.00    1.00        0.9052
 140  46   99.00    1.00        1.0375
 141  46  101.00    1.00        1.0325
 142  46  103.00    1.00        1.0286
 143  46  105.00    1.00        0.9504
 144  46  107.00    1.00        0.3917
 145  46  109.00    1.00        1.0442
 146  46  111.00    1.00        1.0078
 147  46  113.00    1.00        0.9536
 148  46  115.00    1.00        0.9142
 149  46  117.00    1.00        0.8991
 150  46  119.00    1.00        0.9024
 151  46  121.00    1.00        0.9157
 152  46  123.00    1.00        0.9405
 153  46  125.00    1.00        0.9950
 154  46  127.00    1.00        1.0571
 155  46  129.00    1.00        1.1231
 156  46  131.00    1.00        1.1479
 157  46  133.00    1.00        1.1681
 158  46  135.00    1.00        1.1920
 159  46  137.00    1.00        1.2152
 160  46  139.00    1.00        1.2327
 161  46  141.00    1.00        1.2440
 162  46  143.00    1.00        1.2485
 163  46  145.00    1.00        1.2561
 164  46  147.00    1.00        1.2706
 165  46  149.00    1.00        1.2944
 166  46  151.00    1.00        1.3190
 167  46  153.00    1.00        1.3387
 168  46  155.00    1.00        1.3548
 169  46  157.00    1.00        1.3740
 170  46  159.00    1.00        1.3983
 171  46  161.00    1.00        1.4084
 172  46  163.00    1.00        1.3929
 173  46  165.00    1.00        1.3558
 174  46  167.00    1.00        1.2977
 175  46  169.00    1.00        1.2348
 176  46  171.00    1.00        0.9641
 177  46  173.00    1.00        0.8309
 178  46  175.00    1.00        0.9830
 179  46  177.00    1.00        0.8703
 180  46  179.00    1.00        0.7509
   1  47 -179.00    3.00        0.6782
   2  47 -177.00    3.00        0.5981
   3  47 -175.00    3.00        0.5075
   4  47 -173.00    3.00        0.4078
   5  47 -171.00    3.00        0.3035
   6  47 -169.00    3.00        0.2097
   7  47 -167.00    3.00        0.1367
   8  47 -165.00    3.00        0.0795
   9  47 -163.00    3.00        0.0352
  10  47 -161.00    3.00       -0.0095
  11  47 -159.00    3.00       -0.0448
  12  47 -157.00    3.00       -0.0751
  13  47 -155.00    3.00       -0.1018
  14  47 -153.00    3.00       -0.1269
  15  47 -151.00    3.00       -0.1466
  16  47 -149.00    3.00       -0.1576
  17  47 -147.00    3.00       -0.1635
  18  47 -145.00    3.00       -0.1663
  19  47 -143.00    3.00       -0.1594
  20  47 -141.00    3.00       -0.1426
  21  47 -139.00    3.00       -0.1174
  22  47 -137.00    3.00       -0.0905
  23  47 -135.00    3.00       -0.0775
  24  47 -133.00    3.00       -0.0855
