iso3,sea_level_exposure_pop_below_5m_pct,flood_deaths_latest,drought_deaths_latest,wildfire_deaths_latest,heat_deaths_latest,cereal_yield_anomaly_pct_latest,water_stress_pct_latest,freshwater_resources_per_capita_m3_latest,pm25_ug_m3_latest,air_pollution_death_rate_per_100k_latest,nd_gain_readiness_latest,coal_share_latest_pct
SDN,0.508642210659131,32.0,0.0,47.0,16.0,-24.720909182339334,118.6563877,80.9989667366808,45.8349025581217,145.3,0.238561446745367,0.0
SEN,7.02540265689155,0.0,0.0,,,93.44761400489774,16.2764487,1461.66503022502,63.7402211262202,146.4,0.352651288850532,5.838509
SGP,0.663277632041967,,,,,,33.25522267,106.439180120283,13.8691955865476,23.4,0.800123608348007,0.9562154
SHN,,,,,,,,,,,,0.0
SLB,17.8637860466646,47.0,0.0,,,-30.06581283543479,,57229.4786868203,13.9542830081778,281.2,0.39908671300922,0.0
SLE,3.5364199304646,0.0,,0.0,,12.701869545879799,0.495794393,19331.1261214621,43.2210935036927,239.0,0.296500007610857,0.0
SLV,0.867601174074275,5.0,0.0,,1.0,7.302689851288985,12.09309202,2488.72708535984,20.0287144500145,40.3,0.351470551711121,0.0
SMR,0.0,,,,,,,,10.6908983278922,,0.643942933711489,
SOM,3.51773871040259,18.0,27.0,,,-22.055203802034153,24.52774059,337.042732018953,24.525108218562,237.9,0.361021731996272,0.0
SPM,,,,,,,,,,,,0.0
SRB,0.0,2.0,,,2515.0,24.660680665761525,5.737631015,1261.46962787171,22.5075355689004,71.5,0.44890327324382,64.76293
SSA,1.85107945204935,,,,,18.16945997153467,,3408.30477139854,39.4118680773682,171.292096963615,,
SSD,0.0,0.0,0.0,50.0,,10.512197519767426,4.226075787,2359.09467745596,30.7373478613476,134.5,,0.0
SSF,1.66597516593456,,,,,23.18552587852315,,3159.8704111423,38.1777310513302,168.356267195049,,
SST,13.2461209008713,,,,,36.607528908931954,,39669.0306328861,18.0957979628317,94.0238043519834,,
STP,2.0292893287363,8.0,0.0,,,-3.420222520501319,1.876146789,9633.01738803827,27.3357522767854,225.4,0.369562179370151,0.0
SUR,71.2830600989543,0.0,,,,-3.0377802975736152,3.950609365,158866.686779082,27.3059698425997,51.0,0.332489137115247,0.0
SVK,0.0,1.0,,6.0,522.0,37.696043273298145,2.425230293,2319.6935353455,15.3916194257365,30.3,0.500487850009093,1.0652921
SVN,1.38309038211644,6.0,,,280.0,11.507990699538698,5.591615957,8839.64402796112,14.2911527506818,18.8,0.593117115577722,14.650538
SWE,5.12805059212315,0.0,,0.0,30.0,-10.94418349514854,3.582972583,16305.9942837478,5.63670790600148,8.1,0.713544863787731,0.0
SWZ,0.0,11.0,0.0,2.0,,-1.0185942834570123,77.55991285,2165.85706820071,18.7831211422857,173.7,0.306077890698356,3.5714285
SXM,8.05550980054621,,,,,,,,,,,
SYC,28.4831756677336,0.0,,,,,,,8.49983857722866,43.1,0.473639130799724,0.0
SYR,0.395647772609014,0.0,0.0,0.0,,17.727201951523313,124.3601389,317.51157824312,24.7058382627422,94.5,0.224077141874499,0.0
TCA,20.763636573626,,,,,,,,,,,0.0
TCD,0.0,577.0,0.0,,,7.20945296092016,4.294921875,812.773945458317,49.1388484128027,227.4,0.186651842683275,0.0
TEA,7.36059706834708,,,,,14.27610508708867,,4137.22547759919,30.4069592021401,103.410042138667,,
TEC,1.16553268067862,,,,,32.74839622139066,,11183.4903308442,17.9095458694804,74.9033458868225,,
TGO,1.13307317742222,0.0,0.0,,,2.6981125468361467,3.391634981,1265.16297829486,51.6661369398223,223.1,0.356496668581366,0.0
THA,17.4710387027152,27.0,0.0,0.0,61.0,0.47461884933549314,23.01393518,3129.69917514423,31.0072016277159,46.5,0.488868029772619,16.670008
TJK,0.0,3.0,0.0,,0.0,37.30086210321403,69.94326428,6232.43138874796,37.0534062306267,203.8,0.33136107139123,7.057195
TKM,0.0,0.0,,,,-9.559111764169295,135.2138073,194.323996607006,19.5997611438189,87.9,0.23967417465075,0.0
TLA,2.15528550282144,,,,,22.942486723978885,,21669.7500131754,15.5869189205524,41.0690744511725,,
TLS,2.96618589653714,3.0,0.0,,,3.5196888672824547,28.26821032,5999.43766682855,17.4104661970888,185.6,0.384275169771968,0.0
TMN,3.65873442491847,,,,,13.196601054601304,,459.623423944883,39.2745706384466,132.461520606076,,
TON,17.4969274192684,,0.0,,,,,,12.4784129504796,52.3,0.453548906957153,0.0
TSA,2.55894818781759,,,,,29.272185019445796,,1140.7882817719,47.322842941453,139.753857800737,,
TSS,1.66597516593456,,,,,23.18552587852315,,3159.8704111423,38.1777310513302,168.356267195049,,
TTO,4.01763777597218,0.0,0.0,,,0.8564892135298775,20.32648126,2811.52873213965,25.6022583642289,19.8,0.338371787094176,0.0
TUN,8.94186702264794,1.0,0.0,0.0,,-22.04084669972466,98.11339918,346.141132837828,24.1829826735327,55.9,0.427891185422689,0.0
TUR,2.58616013593939,10.0,,2.0,0.0,31.927443691704184,47.88653346,2671.21949159915,21.6120469179783,45.5,0.480612920334457,34.307354
TUV,39.2678754952485,,0.0,,,,,,5.91780105591262,,0.630671118316392,
TWN,,7.0,,,85.0,,,,,,,40.067924
TZA,0.367999549136882,26.0,0.0,0.0,,29.89653847682382,12.96324081,1298.06268316881,25.081431153535,128.3,0.312186765871623,0.0
UGA,0.0,77.0,2465.0,,,19.1993578408828,5.82799634,824.302657389021,33.8077192571642,163.0,0.283406890810305,0.0
UKR,1.06733382993239,9.0,0.0,16.0,37.0,65.71878528555298,6.298134232,1342.30588076631,14.90010098879,78.9,0.414040726485196,20.912922
URY,2.20275964776308,0.0,0.0,,4.0,9.357573651152244,12.05201437,27190.3171800633,10.5717923259135,16.2,0.506872812356967,0.0
USA,1.98031592664396,160.0,0.0,30.0,1006.0,20.105315824913895,28.15525982,8436.68822791378,7.81485752365112,14.2,0.647312557199093,14.852129
UZB,0.0,5.0,0.0,,,27.82187797885663,123.0283912,467.672831084959,31.9604294559849,151.7,0.427919218579603,7.4754095
VCT,5.10753350952373,0.0,0.0,,,-29.125693605053353,7.9,979.950218528899,23.9262758481858,34.4,0.503914022868128,0.0
VEN,4.06639772093371,12.0,0.0,,,19.558560221774854,7.540366667,28532.9286123494,15.2565796212874,37.9,0.191710938827557,0.0
VGB,12.7317122495667,,,,,,,,,,,0.0
VIR,4.65496559084809,,,,,,,,8.63342756669479,,,0.0
VNM,29.6698131367696,3.0,0.0,0.0,0.0,18.57780995074174,18.13031538,3605.71466951135,20.8010641731194,102.8,0.429317148065854,50.32282
VUT,10.1121351183602,0.0,,,,11.61544495465404,,31944.1871162705,14.0824115364695,259.9,0.372611604434162,0.0
WLD,4.05907360062947,,,,,16.962014985243094,,5392.26851779573,31.3238388191905,104.306865040051,,
WSM,8.80347809135576,0.0,0.0,0.0,,,,,12.5518952802963,145.5,0.430634645201257,0.0
YEM,1.58086369450412,82.0,,,,-11.278220469912013,169.7619048,54.9409207198328,34.8323598356099,186.3,0.24209547307575,0.0
ZAF,0.199446537696018,88.0,0.0,0.0,11.0,56.030475276986046,67.59526097,718.197209579404,23.753069242361,74.9,0.356825777743611,83.03288
ZMB,0.0,0.0,0.0,,,4.832830146483291,2.835497836,3979.56863659284,24.3085919008655,174.0,0.33537516889059,10.94553
ZWE,0.0,0.0,0.0,,,-5.635964634099941,46.09162031,762.957077254569,19.4941796611344,189.6,0.220661284121452,32.490974
